Device_ID,Device_Type,Purchase_Date,Manufacturer,Model,Country,Maintenance_Report,Age,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class
MD11735,Ventilator,2014-10-02,CardioSync,Model-100,UK,Voltage spike observed.,2.4578969975026586,2238.0046212363445,5.794851318857953,2,1,0
MD11736,Ventilator,2014-10-03,CardioSync,Model-900,Germany,Routine check completed.,6.033120123789209,4616.180217993366,12.161263082746215,4,3,1
MD11737,Ventilator,2014-10-04,BioSystems,Model-450,India,Operational lag reported.,1.996992743166175,3872.717541525404,7.838643481064051,4,1,1
MD11738,Ventilator,2014-10-05,CardioSync,Model-900,India,Voltage spike observed.,6.880549591673461,9227.130447924616,20.897885337309525,3,3,2
MD11739,ECG Machine,2014-10-06,MediTech,Model-600,Germany,Operational lag reported.,2.795709055386577,3817.54889743204,10.06958507768332,2,1,1
MD11740,Defibrillator,2014-10-07,CardioSync,Model-600,UK,Operational lag reported.,6.095690297285247,5894.563265973247,16.274095478395786,4,1,1
MD11741,MRI Scanner,2014-10-08,BioSystems,Model-450,Germany,Voltage spike observed.,12.120539505446075,13015.034651698174,45.60986482210622,5,9,3
MD11742,Defibrillator,2014-10-09,BioSystems,Model-100,USA,Battery wear detected.,4.309281454911155,2197.6145668955405,3.3591440738121365,1,0,0
MD11743,ECG Machine,2014-10-10,CardioSync,Model-100,UK,Component replaced after overheating.,5.136954351851508,6189.6115580276,10.591794017501655,2,1,1
MD11744,ECG Machine,2014-10-11,BioSystems,Model-100,India,Battery wear detected.,8.637258417683919,6111.443116857753,20.732221568121115,4,5,2
MD11745,Ventilator,2014-10-12,HealthCorp,Model-450,India,Operational lag reported.,3.6784386360314696,4948.77636993887,1.951733076555092,3,2,0
MD11746,ECG Machine,2014-10-13,CardioSync,Model-900,USA,Voltage spike observed.,6.895042734554951,8129.769859976656,25.4650447254649,3,3,2
MD11747,Ventilator,2014-10-14,CardioSync,Model-100,USA,Operational lag reported.,5.032615535744925,9810.133019131204,26.512166350776745,4,5,2
MD11748,Defibrillator,2014-10-15,BioSystems,Model-900,Germany,Battery wear detected.,3.207579942445972,4262.121539548365,13.939732583883696,2,3,1
MD11749,Defibrillator,2014-10-16,BioSystems,Model-900,UK,Voltage spike observed.,6.901633017389749,1761.748743924992,0.0,1,0,0
MD11750,ECG Machine,2014-10-17,MediTech,Model-450,UK,Component replaced after overheating.,10.128666168960605,11810.538255633364,30.462471734306973,6,5,3
MD11751,ECG Machine,2014-10-18,CardioSync,Model-450,USA,Battery wear detected.,14.6774008144409,7652.600704174152,27.531031152022937,4,4,2
MD11752,Defibrillator,2014-10-19,MediTech,Model-900,India,Component replaced after overheating.,13.57112795581194,6673.970259386229,33.25416483790445,5,8,3
MD11753,MRI Scanner,2014-10-20,CardioSync,Model-600,Japan,Component replaced after overheating.,8.376401775039257,7552.399362681655,18.636230092045764,5,4,2
MD11754,Ventilator,2014-10-21,CardioSync,Model-900,India,Battery wear detected.,7.022700523506285,5615.351362081255,4.650753371417948,3,2,1
MD11755,MRI Scanner,2014-10-22,CardioSync,Model-450,Germany,Routine check completed.,1.9002382977915304,6102.001812851342,8.321086518051938,3,3,1
MD11756,ECG Machine,2014-10-23,HealthCorp,Model-100,India,Voltage spike observed.,7.979921410036891,9968.856928908135,25.975910722666693,6,9,3
MD11757,Defibrillator,2014-10-24,BioSystems,Model-100,Japan,Component replaced after overheating.,11.66662718653841,10109.748897345504,34.02353565737398,5,9,3
MD11758,Ventilator,2014-10-25,CardioSync,Model-900,UK,Voltage spike observed.,7.911376133066179,8251.336932004193,12.357132043325173,3,3,2
MD11759,Defibrillator,2014-10-26,BioSystems,Model-450,India,Operational lag reported.,5.589591661342629,6537.816163602663,7.662465454121122,2,1,1
MD11760,ECG Machine,2014-10-27,CardioSync,Model-100,Germany,Component replaced after overheating.,3.1870427449380103,5033.639886799334,19.801578605372217,3,1,1
MD11761,MRI Scanner,2014-10-28,MediTech,Model-600,UK,Voltage spike observed.,9.146171287905634,11275.770748087773,42.4168843556384,5,7,3
MD11762,MRI Scanner,2014-10-29,HealthCorp,Model-450,USA,Component replaced after overheating.,3.595109454705401,7273.164651667031,6.966252988700333,4,3,2
MD11763,Defibrillator,2014-10-30,CardioSync,Model-600,UK,Voltage spike observed.,11.210601895930465,7551.990218581801,27.305433744903432,4,4,2
MD11764,Ventilator,2014-10-31,HealthCorp,Model-600,UK,Component replaced after overheating.,3.659414154435524,4239.820954303311,16.658346575677037,2,1,1
MD11765,Defibrillator,2014-11-01,CardioSync,Model-450,India,Operational lag reported.,0.6671109131032322,3198.9889413128185,7.72693209289168,3,2,0
MD11766,Ventilator,2014-11-02,HealthCorp,Model-450,Germany,Component replaced after overheating.,7.069179107408145,11106.1563093359,20.032531000748406,6,7,3
MD11767,Defibrillator,2014-11-03,BioSystems,Model-100,USA,Routine check completed.,3.8734446697693423,2730.659901309209,6.278147447183152,2,1,0
MD11768,ECG Machine,2014-11-04,HealthCorp,Model-450,USA,Operational lag reported.,1.963018392561941,3777.2872762346447,9.139965816332865,1,2,0
MD11769,MRI Scanner,2014-11-05,CardioSync,Model-100,India,Battery wear detected.,1.3058173812625578,1000.0,10.167311994311929,1,1,0
MD11770,MRI Scanner,2014-11-06,BioSystems,Model-450,USA,Routine check completed.,8.02750196163848,8676.812600771269,19.812390441403224,3,4,2
MD11771,MRI Scanner,2014-11-07,HealthCorp,Model-900,Germany,Battery wear detected.,1.40660550702054,4035.80731589795,2.011799603525309,2,1,0
MD11772,MRI Scanner,2014-11-08,MediTech,Model-600,Japan,Routine check completed.,7.065322941564764,5897.5551673424325,20.80639524904115,3,4,2
MD11773,Ventilator,2014-11-09,BioSystems,Model-900,Japan,Routine check completed.,11.61277222177459,10475.95232230441,3.482998034028391,6,6,3
MD11774,ECG Machine,2014-11-10,MediTech,Model-900,Germany,Battery wear detected.,12.38287170465802,11997.48157463655,17.16026535752868,5,7,3
MD11775,Defibrillator,2014-11-11,MediTech,Model-450,USA,Component replaced after overheating.,11.147213568564014,10913.155992344564,28.167818768617085,5,7,3
MD11776,Defibrillator,2014-11-12,CardioSync,Model-100,India,Component replaced after overheating.,15.0,10971.265586210824,27.849593321301697,4,5,3
MD11777,MRI Scanner,2014-11-13,MediTech,Model-100,UK,Routine check completed.,4.779999940274837,7081.498939192084,18.08425183021115,4,1,1
MD11778,Ventilator,2014-11-14,HealthCorp,Model-450,USA,Component replaced after overheating.,0.7167006739753004,3537.274096951607,3.9265293904000536,3,2,0
MD11779,Ventilator,2014-11-15,BioSystems,Model-600,Germany,Battery wear detected.,2.5072123283696937,1168.2879726431374,4.7121093646133705,2,2,0
MD11780,ECG Machine,2014-11-16,CardioSync,Model-450,USA,Component replaced after overheating.,3.738226985112645,7712.128939139245,27.640929963560307,3,4,2
MD11781,MRI Scanner,2014-11-17,BioSystems,Model-900,Germany,Voltage spike observed.,8.013550212546452,8098.941143146814,28.71913534950452,5,5,2
MD11782,ECG Machine,2014-11-18,BioSystems,Model-600,UK,Routine check completed.,10.7583431550259,10138.22266856925,14.12578420864862,4,9,3
MD11783,Defibrillator,2014-11-19,MediTech,Model-900,Germany,Component replaced after overheating.,6.851170050619654,7660.46138672974,24.46292408805209,4,5,2
MD11784,MRI Scanner,2014-11-20,MediTech,Model-900,Germany,Battery wear detected.,8.881581649803406,8436.647247522895,27.06008606543363,4,3,2
MD11785,MRI Scanner,2014-11-21,BioSystems,Model-450,Japan,Operational lag reported.,2.842156183742921,2719.782617688338,6.345912721494469,3,1,0
MD11786,ECG Machine,2014-11-22,CardioSync,Model-900,Japan,Voltage spike observed.,10.075099808797942,9943.26287439364,38.278207171904754,5,8,3
MD11787,Ventilator,2014-11-23,BioSystems,Model-100,India,Voltage spike observed.,3.418931662349359,1877.9383795095691,7.758988569233167,3,1,0
MD11788,ECG Machine,2014-11-24,HealthCorp,Model-100,India,Component replaced after overheating.,6.288534623866608,8245.155987270262,3.279651046415029,5,3,2
MD11789,Ventilator,2014-11-25,MediTech,Model-900,Germany,Battery wear detected.,10.205894667339528,9149.042895199244,19.90760637724556,6,7,3
MD11790,ECG Machine,2014-11-26,HealthCorp,Model-100,Japan,Component replaced after overheating.,0.972244461222482,1954.1814275962,6.883031183366062,1,0,0
MD11791,ECG Machine,2014-11-27,MediTech,Model-900,USA,Operational lag reported.,13.331424019735683,11563.972829528191,24.975017230233703,5,9,3
MD11792,Ventilator,2014-11-28,CardioSync,Model-600,India,Component replaced after overheating.,7.135553185074994,6849.573764197799,7.762689391551283,3,3,1
MD11793,Ventilator,2014-11-29,MediTech,Model-100,USA,Component replaced after overheating.,5.546291287941502,6373.598735787169,25.28534336716664,6,8,3
MD11794,Ventilator,2014-11-30,BioSystems,Model-100,India,Voltage spike observed.,7.376433952060202,11755.269903819257,26.19488009994232,6,9,3
MD11795,ECG Machine,2014-12-01,BioSystems,Model-600,India,Operational lag reported.,4.626723159454426,2471.07033992015,1.6855869630844795,2,1,0
MD11796,ECG Machine,2014-12-02,HealthCorp,Model-100,Japan,Component replaced after overheating.,11.594030212136898,11663.50532079053,34.033611679212534,6,6,3
MD11797,ECG Machine,2014-12-03,BioSystems,Model-600,Germany,Routine check completed.,8.957017266111201,6758.099567868154,17.20051535786024,5,3,2
MD11798,Ventilator,2014-12-04,HealthCorp,Model-900,Germany,Operational lag reported.,6.234706801686202,3833.053018718904,6.167585043009742,3,0,0
MD11799,Ventilator,2014-12-05,BioSystems,Model-600,UK,Operational lag reported.,8.136783412006722,2712.8398896994768,7.072705671415777,4,3,1
MD11800,Defibrillator,2014-12-06,CardioSync,Model-600,India,Voltage spike observed.,5.7632700768310885,4325.09805701902,7.984462265513538,3,3,1
MD11801,Defibrillator,2014-12-07,HealthCorp,Model-100,India,Operational lag reported.,0.0,6082.527772114582,18.870498460606285,4,3,2
MD11802,MRI Scanner,2014-12-08,CardioSync,Model-900,Japan,Operational lag reported.,7.395017012861988,9899.382743810447,18.350567246235137,5,5,3
MD11803,ECG Machine,2014-12-09,HealthCorp,Model-100,India,Component replaced after overheating.,13.23368759906927,9159.854828408475,23.021871816944603,5,7,3
MD11804,ECG Machine,2014-12-10,HealthCorp,Model-600,Japan,Operational lag reported.,9.695318739748812,13516.507271494576,33.4917394282802,4,5,3
MD11805,ECG Machine,2014-12-11,BioSystems,Model-600,India,Operational lag reported.,11.204646676042865,7800.549822337798,20.39302264007932,5,5,2
MD11806,ECG Machine,2014-12-12,BioSystems,Model-100,Japan,Routine check completed.,6.438131005820729,2452.764761310263,11.223447369890827,2,2,0
MD11807,MRI Scanner,2014-12-13,HealthCorp,Model-900,India,Operational lag reported.,10.282847634523028,8985.827525593599,27.747283463987536,6,8,3
MD11808,Defibrillator,2014-12-14,HealthCorp,Model-600,Japan,Voltage spike observed.,4.561019300839606,3888.273865190994,10.493254083305525,3,1,1
MD11809,MRI Scanner,2014-12-15,MediTech,Model-900,Germany,Voltage spike observed.,1.6990009340948362,3961.136947193836,7.677751158070064,1,0,0
MD11810,ECG Machine,2014-12-16,CardioSync,Model-100,Germany,Operational lag reported.,6.44482784627053,1361.2917141769267,4.1156305563483295,3,1,0
MD11811,MRI Scanner,2014-12-17,HealthCorp,Model-450,India,Operational lag reported.,0.8203407380354348,4425.587654053122,6.686475292883541,3,2,0
MD11812,ECG Machine,2014-12-18,BioSystems,Model-100,USA,Operational lag reported.,4.244239719801863,5169.4805133784685,20.955509499860423,5,5,2
MD11813,Ventilator,2014-12-19,CardioSync,Model-900,Germany,Voltage spike observed.,10.565148601828067,11859.466220014376,24.82886888159009,3,5,2
MD11814,MRI Scanner,2014-12-20,BioSystems,Model-450,USA,Routine check completed.,15.0,12229.483573032236,35.116011711854114,5,9,3
MD11815,Ventilator,2014-12-21,CardioSync,Model-100,Germany,Component replaced after overheating.,1.7677757198941009,5234.242074131423,6.479468976326368,2,2,0
MD11816,Defibrillator,2014-12-22,CardioSync,Model-100,USA,Voltage spike observed.,6.054990599322824,9040.85992845013,36.81505398775447,6,9,3
MD11817,Defibrillator,2014-12-23,BioSystems,Model-100,Japan,Voltage spike observed.,7.646850884330284,9905.192752218762,31.3983731572992,6,9,3
MD11818,Ventilator,2014-12-24,BioSystems,Model-900,Japan,Battery wear detected.,3.838009200835801,1888.589489058862,8.369635577270444,2,2,0
MD11819,ECG Machine,2014-12-25,BioSystems,Model-900,UK,Operational lag reported.,6.690686636788673,9824.55643540345,19.719018875233463,4,4,2
MD11820,ECG Machine,2014-12-26,CardioSync,Model-100,UK,Voltage spike observed.,8.317262872680358,9835.096185199687,23.323594402504547,4,3,2
MD11821,MRI Scanner,2014-12-27,CardioSync,Model-100,Japan,Operational lag reported.,6.869720553716338,6203.704157610446,19.89717280541345,5,3,2
MD11822,MRI Scanner,2014-12-28,MediTech,Model-100,India,Operational lag reported.,8.816554594378427,12853.17874774826,26.41187641272987,4,6,3
MD11823,Defibrillator,2014-12-29,CardioSync,Model-100,Germany,Component replaced after overheating.,4.872927117993705,9230.235336031325,27.27168368016865,6,5,3
MD11824,Defibrillator,2014-12-30,MediTech,Model-100,Japan,Routine check completed.,3.359477609471445,3525.8657025922244,6.07164522714761,1,2,0
MD11825,MRI Scanner,2014-12-31,CardioSync,Model-900,Germany,Operational lag reported.,6.330310371758595,8931.995735653192,27.664704209178336,4,5,2
MD11826,MRI Scanner,2015-01-01,CardioSync,Model-100,Germany,Battery wear detected.,3.431665555289502,5322.037753086356,4.529670523710941,2,2,0
MD11827,Defibrillator,2015-01-02,BioSystems,Model-900,Germany,Voltage spike observed.,9.117387128683037,9347.308073453898,28.940413709359508,4,7,3
MD11828,Defibrillator,2015-01-03,CardioSync,Model-600,UK,Component replaced after overheating.,4.134190781706362,8631.647235405802,22.294694398586607,3,3,2
MD11829,Ventilator,2015-01-04,MediTech,Model-900,India,Routine check completed.,5.482149139973709,6278.771249023283,7.084038168110771,2,3,1
MD11830,ECG Machine,2015-01-05,MediTech,Model-450,Germany,Routine check completed.,7.158705920141482,3279.9251097740835,12.083850412512229,3,1,1
MD11831,ECG Machine,2015-01-06,HealthCorp,Model-100,UK,Component replaced after overheating.,8.90507037216113,9851.780272594304,36.33480619995158,5,7,3
MD11832,ECG Machine,2015-01-07,CardioSync,Model-600,India,Operational lag reported.,5.904123899823158,12101.825325083806,22.71865748905401,4,5,3
MD11833,Ventilator,2015-01-08,CardioSync,Model-900,USA,Battery wear detected.,6.488748738334177,3583.180593673115,12.113968865591264,4,2,1
MD11834,ECG Machine,2015-01-09,MediTech,Model-900,Germany,Voltage spike observed.,10.296035924625134,11169.581363138504,26.303459325131804,3,3,2
MD11835,ECG Machine,2015-01-10,HealthCorp,Model-900,Japan,Routine check completed.,4.400042253317952,3696.240447323386,10.287353141540748,2,1,0
MD11836,Defibrillator,2015-01-11,CardioSync,Model-100,Germany,Component replaced after overheating.,5.921480264894894,4721.603419603736,23.929709221173265,5,4,2
MD11837,ECG Machine,2015-01-12,MediTech,Model-600,Japan,Voltage spike observed.,3.278906129679989,7445.085415873609,20.154444676723266,5,4,2
MD11838,Ventilator,2015-01-13,BioSystems,Model-900,Japan,Routine check completed.,9.04368316080012,8325.87270376188,33.82916026310545,4,6,3
MD11839,MRI Scanner,2015-01-14,MediTech,Model-100,Germany,Battery wear detected.,7.143551194682498,9253.186457899044,28.873119852274883,4,5,3
MD11840,MRI Scanner,2015-01-15,BioSystems,Model-100,Japan,Routine check completed.,7.766852259236765,10782.700272993188,34.31415266673574,4,8,3
MD11841,MRI Scanner,2015-01-16,BioSystems,Model-900,India,Voltage spike observed.,9.382051879582304,4076.998296432569,10.458871437479818,3,2,1
MD11842,Defibrillator,2015-01-17,CardioSync,Model-600,India,Component replaced after overheating.,5.313792885923983,4793.398061452807,10.372498612068991,3,3,1
MD11843,ECG Machine,2015-01-18,BioSystems,Model-900,USA,Voltage spike observed.,8.034535947781748,5539.647798618569,45.86425553121499,5,7,3
MD11844,Defibrillator,2015-01-19,HealthCorp,Model-100,USA,Voltage spike observed.,12.628110503845992,13102.62895059856,29.901976159855288,5,7,3
MD11845,ECG Machine,2015-01-20,CardioSync,Model-900,UK,Battery wear detected.,6.442112824483503,3134.137235356842,4.738007840680984,3,2,1
MD11846,Ventilator,2015-01-21,CardioSync,Model-100,Japan,Operational lag reported.,2.564392585898978,5783.190988718925,7.618984985758992,3,2,1
MD11847,Defibrillator,2015-01-22,CardioSync,Model-450,Japan,Battery wear detected.,0.8380884480229684,4614.817669833219,10.26802779471993,3,1,0
MD11848,Ventilator,2015-01-23,BioSystems,Model-450,Japan,Component replaced after overheating.,6.486375163124128,6730.883949414798,5.088149506013986,2,1,1
MD11849,MRI Scanner,2015-01-24,BioSystems,Model-450,USA,Routine check completed.,3.7496125033739887,4425.567072717368,12.945666902426863,3,1,1
MD11850,MRI Scanner,2015-01-25,MediTech,Model-900,USA,Routine check completed.,2.2453509682596424,1460.2460806917716,4.388168439372288,3,2,0
MD11851,Ventilator,2015-01-26,BioSystems,Model-450,India,Voltage spike observed.,4.717484874371399,6884.349554011884,12.402796397926794,4,2,1
MD11852,ECG Machine,2015-01-27,CardioSync,Model-100,Japan,Operational lag reported.,3.1009393813750847,6813.075946366436,11.229300125255175,2,2,1
MD11853,MRI Scanner,2015-01-28,HealthCorp,Model-450,UK,Battery wear detected.,11.012986166809233,9443.363358803004,31.803829010594416,6,9,3
MD11854,MRI Scanner,2015-01-29,CardioSync,Model-600,Germany,Operational lag reported.,7.681040962784417,10763.677357716904,47.85399583814722,4,9,3
MD11855,MRI Scanner,2015-01-30,MediTech,Model-100,UK,Voltage spike observed.,9.488793957867792,4578.480876731733,12.839113033780423,4,4,2
MD11856,MRI Scanner,2015-01-31,BioSystems,Model-600,Germany,Voltage spike observed.,9.449918729857488,10293.053167105118,20.451607766796556,4,3,2
MD11857,ECG Machine,2015-02-01,BioSystems,Model-100,UK,Routine check completed.,9.822265577902034,6433.309374285687,18.23160447178581,4,4,2
MD11858,Defibrillator,2015-02-02,BioSystems,Model-900,UK,Voltage spike observed.,9.631109734548527,7780.379390810637,21.48305047773751,3,4,2
MD11859,MRI Scanner,2015-02-03,MediTech,Model-450,Germany,Battery wear detected.,12.532952379781912,7069.926315546824,24.95333363614057,4,3,2
MD11860,Defibrillator,2015-02-04,BioSystems,Model-100,Japan,Voltage spike observed.,0.0,2571.9440564684387,3.2178122972384022,2,0,0
MD11861,Ventilator,2015-02-05,BioSystems,Model-100,Japan,Component replaced after overheating.,13.80856570227763,7783.91325808666,15.242788342234125,5,3,2
MD11862,MRI Scanner,2015-02-06,BioSystems,Model-600,Japan,Component replaced after overheating.,1.5208622398410356,3596.9758215291363,6.674297781421041,3,1,0
MD11863,ECG Machine,2015-02-07,CardioSync,Model-100,UK,Operational lag reported.,12.688311809398236,7309.780253625498,20.401758122649277,5,9,3
MD11864,Ventilator,2015-02-08,MediTech,Model-600,India,Routine check completed.,8.374845749047477,7803.877056428831,19.00686916589902,5,5,2
MD11865,Defibrillator,2015-02-09,HealthCorp,Model-600,USA,Battery wear detected.,11.050005623302962,8770.53322283695,23.228573946015608,6,5,3
MD11866,Defibrillator,2015-02-10,MediTech,Model-600,Japan,Operational lag reported.,3.9867576628947488,6241.517611335743,4.909524424102078,3,1,1
MD11867,ECG Machine,2015-02-11,HealthCorp,Model-900,UK,Routine check completed.,7.901705459162979,11859.106065678252,19.49208746515744,4,4,2
MD11868,Ventilator,2015-02-12,BioSystems,Model-900,UK,Battery wear detected.,5.254569946461259,7869.732976295055,18.607788855138523,5,4,2
MD11869,Ventilator,2015-02-13,MediTech,Model-900,Germany,Routine check completed.,4.620178683962441,8005.610923004164,3.726433459184303,2,2,1
MD11870,MRI Scanner,2015-02-14,CardioSync,Model-900,UK,Operational lag reported.,5.6868362420899885,9604.646831260756,36.75465483897962,4,8,3
MD11871,Ventilator,2015-02-15,HealthCorp,Model-900,India,Battery wear detected.,9.155021130033097,14260.080597710246,29.20333405886117,5,4,2
MD11872,ECG Machine,2015-02-16,HealthCorp,Model-100,Germany,Operational lag reported.,0.0,3620.706592890398,7.624922405291974,3,0,0
MD11873,ECG Machine,2015-02-17,HealthCorp,Model-100,Germany,Battery wear detected.,11.07244861513501,12057.594733375348,10.001200443001087,4,6,3
MD11874,MRI Scanner,2015-02-18,MediTech,Model-900,Japan,Voltage spike observed.,9.22182784223737,8992.963639451475,35.73298863060785,4,5,3
MD11875,MRI Scanner,2015-02-19,BioSystems,Model-100,India,Battery wear detected.,8.720842972734477,6845.134646582583,18.522072049904416,3,4,2
MD11876,Defibrillator,2015-02-20,BioSystems,Model-600,India,Voltage spike observed.,3.0993686137943834,5564.010774217322,13.252354028885796,4,3,1
MD11877,Ventilator,2015-02-21,BioSystems,Model-900,UK,Operational lag reported.,7.128321307412609,2418.665431266518,7.458962884455325,2,2,1
MD11878,MRI Scanner,2015-02-22,HealthCorp,Model-100,UK,Component replaced after overheating.,4.213971133722826,3503.3025440678784,9.057127340026604,3,3,1
MD11879,MRI Scanner,2015-02-23,CardioSync,Model-450,Japan,Operational lag reported.,7.326465732527012,4054.9711193867233,5.668282279033378,2,2,1
MD11880,MRI Scanner,2015-02-24,HealthCorp,Model-600,UK,Operational lag reported.,4.204036945115005,3537.2027275289324,12.335850957142164,2,1,0
MD11881,MRI Scanner,2015-02-25,HealthCorp,Model-600,India,Operational lag reported.,5.334273079411422,8381.964675130323,28.1790229844372,3,5,2
MD11882,MRI Scanner,2015-02-26,CardioSync,Model-900,Japan,Routine check completed.,5.169169574682554,1373.769751326981,6.859844553549232,1,0,0
MD11883,Defibrillator,2015-02-27,HealthCorp,Model-900,Germany,Operational lag reported.,9.390466219331875,9436.830381486549,15.100496039923716,4,4,2
MD11884,Defibrillator,2015-02-28,HealthCorp,Model-100,Japan,Battery wear detected.,3.2808830546872105,3926.732723595214,5.164445286712741,1,1,0
MD11885,MRI Scanner,2015-03-01,CardioSync,Model-900,Germany,Component replaced after overheating.,6.434180759767,8734.77917780283,17.630508991323033,5,4,2
MD11886,Ventilator,2015-03-02,HealthCorp,Model-100,Japan,Routine check completed.,3.561984021398801,3752.2094209439015,3.408698868131711,3,0,0
MD11887,ECG Machine,2015-03-03,HealthCorp,Model-450,Japan,Battery wear detected.,4.788789804395604,9178.57273047698,19.83400935841451,5,3,2
MD11888,MRI Scanner,2015-03-04,BioSystems,Model-900,India,Operational lag reported.,3.750607817722763,4482.113228831833,8.860635634815976,3,3,1
MD11889,MRI Scanner,2015-03-05,MediTech,Model-100,Germany,Operational lag reported.,4.518938258949628,8590.542205361571,16.437133567280956,4,4,2
MD11890,ECG Machine,2015-03-06,MediTech,Model-600,Japan,Component replaced after overheating.,7.838781004934662,2549.959629076485,24.785124838909944,3,3,2
MD11891,Ventilator,2015-03-07,BioSystems,Model-600,USA,Routine check completed.,1.9984214004061969,2269.709566817045,7.89166840050864,2,0,0
MD11892,Ventilator,2015-03-08,MediTech,Model-100,UK,Operational lag reported.,4.079872221356453,3918.7553458850407,6.8772975811084365,2,1,1
MD11893,Defibrillator,2015-03-09,MediTech,Model-100,Germany,Operational lag reported.,7.5484046325995875,5978.0555758048,16.83589135848719,3,5,2
MD11894,Ventilator,2015-03-10,BioSystems,Model-600,USA,Operational lag reported.,4.15192868937504,4704.028798574405,10.463227868006864,2,2,1
MD11895,MRI Scanner,2015-03-11,MediTech,Model-600,Germany,Voltage spike observed.,3.416593368649081,7741.33444886229,6.908054388995618,4,1,1
MD11896,MRI Scanner,2015-03-12,HealthCorp,Model-100,USA,Battery wear detected.,4.769961667133005,11022.487620345612,30.205046353621885,3,4,2
MD11897,Defibrillator,2015-03-13,CardioSync,Model-100,Japan,Voltage spike observed.,6.097305778497101,3368.466109553115,10.72007469695621,3,1,1
MD11898,ECG Machine,2015-03-14,MediTech,Model-600,Germany,Operational lag reported.,1.946825351714486,3882.812281670212,15.257854235989768,3,3,1
MD11899,Defibrillator,2015-03-15,CardioSync,Model-900,UK,Operational lag reported.,7.68207281746867,4534.609245496499,10.143925962252355,4,1,1
MD11900,MRI Scanner,2015-03-16,MediTech,Model-100,UK,Component replaced after overheating.,4.298663620109679,4721.32133004685,9.2312686027772,2,1,0
MD11901,Defibrillator,2015-03-17,MediTech,Model-900,India,Battery wear detected.,4.098484509179441,8557.116069385507,11.187837827639829,2,3,1
MD11902,Defibrillator,2015-03-18,CardioSync,Model-100,UK,Operational lag reported.,10.26942219773902,7573.450727764963,24.43084165721177,5,6,3
MD11903,Ventilator,2015-03-19,HealthCorp,Model-600,USA,Routine check completed.,7.066086492550136,6184.762721826352,2.1742308315097105,4,2,1
MD11904,Defibrillator,2015-03-20,MediTech,Model-100,Japan,Voltage spike observed.,7.305734228720869,2925.343806907652,15.403978841076205,2,3,1
MD11905,ECG Machine,2015-03-21,MediTech,Model-900,India,Voltage spike observed.,0.9593982921939735,6925.619722806582,4.949520243540778,2,1,0
MD11906,Defibrillator,2015-03-22,CardioSync,Model-900,USA,Component replaced after overheating.,11.11370089512367,8570.60296842767,12.347467703892264,4,5,2
MD11907,Defibrillator,2015-03-23,CardioSync,Model-100,UK,Routine check completed.,6.163196290411382,5302.946404872106,4.829082013220798,3,1,1
MD11908,MRI Scanner,2015-03-24,BioSystems,Model-450,UK,Battery wear detected.,1.5853500727836172,2231.8730386303764,6.610836613176673,3,2,0
MD11909,Defibrillator,2015-03-25,BioSystems,Model-450,Japan,Component replaced after overheating.,3.883804565959857,8874.699672998846,14.304127924974134,3,2,1
MD11910,Defibrillator,2015-03-26,BioSystems,Model-450,USA,Operational lag reported.,8.68667818439803,10241.352062396738,31.15771535449653,6,6,3
MD11911,MRI Scanner,2015-03-27,MediTech,Model-100,USA,Voltage spike observed.,8.45532257660077,5657.422751114455,18.10983205426797,3,3,2
MD11912,Ventilator,2015-03-28,BioSystems,Model-450,Germany,Operational lag reported.,5.116193681357471,5364.983891964197,11.046356236140486,3,1,0
MD11913,Ventilator,2015-03-29,HealthCorp,Model-900,UK,Operational lag reported.,10.99319182758006,13250.043191587134,42.51309554911985,6,8,3
MD11914,Defibrillator,2015-03-30,HealthCorp,Model-900,Japan,Component replaced after overheating.,6.75861959498739,5692.093681845532,14.11300867434301,3,3,1
MD11915,ECG Machine,2015-03-31,CardioSync,Model-450,UK,Battery wear detected.,1.9024375548066512,3919.539633614328,0.0,2,1,0
MD11916,Defibrillator,2015-04-01,HealthCorp,Model-600,USA,Component replaced after overheating.,11.708501803388211,8102.138966884037,26.970153352788323,3,5,2
MD11917,MRI Scanner,2015-04-02,CardioSync,Model-600,Japan,Component replaced after overheating.,9.121493142955703,7317.041260274904,35.01632865391399,6,5,3
MD11918,Ventilator,2015-04-03,MediTech,Model-450,Japan,Component replaced after overheating.,4.467335557158066,1785.991090940575,9.25907701356687,2,0,0
MD11919,Ventilator,2015-04-04,BioSystems,Model-100,USA,Component replaced after overheating.,0.0,4883.207819350963,11.503601227964158,2,1,0
MD11920,Ventilator,2015-04-05,MediTech,Model-100,UK,Voltage spike observed.,8.337357089380696,3689.960766001717,23.61226460660772,3,4,2
MD11921,Defibrillator,2015-04-06,MediTech,Model-600,Japan,Component replaced after overheating.,2.8100900134499347,5160.833730614096,10.261575015550653,2,2,1
MD11922,ECG Machine,2015-04-07,MediTech,Model-450,UK,Battery wear detected.,2.9330284521738745,5423.986683734893,9.676810208453388,3,2,1
MD11923,Ventilator,2015-04-08,BioSystems,Model-450,Japan,Component replaced after overheating.,9.621904603704538,6827.646483002336,37.50573071855276,6,5,3
MD11924,Defibrillator,2015-04-09,CardioSync,Model-600,UK,Component replaced after overheating.,10.305061510978652,8690.636221328275,15.65882123138426,6,6,3
